ID,Posted at,Screen name,Text
796392800350863360,2016-11-09 16:43:34 +0000,HillaryClinton,“Donald Trump is going to be our president. We owe him an open mind and the chance to lead.” —Hillary
796392743027310592,2016-11-09 16:43:20 +0000,HillaryClinton,"""We have seen that our nation is more deeply divided than we thought. But I still believe in America—and I always will."" —Hillary"
796392680888614912,2016-11-09 16:43:06 +0000,HillaryClinton,"""I want you to remember this: Our campaign was never about one person or even one election. It was about the country we love.” —Hillary"
796392571073335296,2016-11-09 16:42:39 +0000,HillaryClinton,"“You represent the best of America, and being your candidate has been one of the greatest honors of my life.” —Hillary to @HFA"
796392494435102722,2016-11-09 16:42:21 +0000,HillaryClinton,"""This is not the outcome we wanted. I’m sorry we did not win this election for the values we share and the vision we hold for our country."""
796392429112926208,2016-11-09 16:42:06 +0000,HillaryClinton,“I hope that he will be a successful president for all Americans.” —Hillary on Donald Trump
796392332467851264,2016-11-09 16:41:42 +0000,HillaryClinton,“Last night I congratulated Donald Trump and offered to work with him on behalf of our country.” —Hillary
796390484084215808,2016-11-09 16:34:22 +0000,HillaryClinton,Watch Hillary deliver remarks on the election from New York City: https://t.co/MTRLzjN42x
796169187882369024,2016-11-09 01:55:01 +0000,HillaryClinton,"This team has so much to be proud of. Whatever happens tonight, thank you for everything. https://t.co/x13iWOzILL"
796165954048757760,2016-11-09 01:42:10 +0000,HillaryClinton,"RT @timkaine: Thinking about my daughter right now. No little girl will ever again have to wonder whether she, too, can be presid… https://t.co/kIneANsV9Q"
796151631335329792,2016-11-09 00:45:15 +0000,HillaryClinton,"RT @HillaryforNC: If you haven't voted, NC, @POTUS needs you to get in line. As long as you're in line when polls close, you can vote… https://t.co/ccAn9keirO"
796143289971994624,2016-11-09 00:12:06 +0000,HillaryClinton,"Remember, if you are in line before polls close, you can vote! Have a question? Call 1-917-444-5915. https://t.co/2MVKOatmvy"
796123724479164416,2016-11-08 22:54:21 +0000,HillaryClinton,"Election Day is almost over. Don’t wait—go vote now! 
Confirm where you vote at https://t.co/jfd3CXLD1s https://t.co/IvyE2hJFEU"
796110686434787329,2016-11-08 22:02:33 +0000,HillaryClinton,"RT @RobbyMook: Strong Dem Broward + Orange Counties, FL surpassed total 2012 turnout as of 4pm. Amazing work, @HillaryforFL volunteers! #GOTVforHRC"
796095529637789696,2016-11-08 21:02:19 +0000,HillaryClinton,Our neighbors in battleground states need your help. Make calls to remind Hillary supporters to go vote: https://t.co/Iyboc4TNeA
796080287985926144,2016-11-08 20:01:45 +0000,HillaryClinton,"Today's the day when we show how much stronger we are together. Once you’ve voted, sign up for a volunteer shift: https://t.co/KUIKH9W2ct"
796064581865078784,2016-11-08 18:59:21 +0000,HillaryClinton,"It's going to be close, and we need you on this team. Confirm where to vote today: https://t.co/jfd3CXLD1s"
796056175179599872,2016-11-08 18:25:56 +0000,HillaryClinton,"If you’ve already voted, jump on the phone and remind voters in key battleground states to go vote:… https://t.co/KZhrr7FCuD"
796040510997676032,2016-11-08 17:23:42 +0000,HillaryClinton,RT @VP: Today is Election Day in America. It’s time to get out and vote. https://t.co/a0MJUF4QIy
796036845700141056,2016-11-08 17:09:08 +0000,HillaryClinton,"Today, let's show the world that love will always trump hate. https://t.co/jfd3CXu1CS https://t.co/a7FXGtAfiG"
796034365696446464,2016-11-08 16:59:17 +0000,HillaryClinton,"RT @aliciakeys: This morning, I woke up feeling hopeful for the power of our voice, for unity, for our continued progress.… https://t.co/NxPbqjZArb"
796029388043141120,2016-11-08 16:39:30 +0000,HillaryClinton,"How do we go high? 

We vote: https://t.co/jfd3CXu1CS https://t.co/rx5OWheuBd"
796024078993911808,2016-11-08 16:18:24 +0000,HillaryClinton,Already voted? That's great! Now help Hillary win by signing up to make calls now: https://t.co/2yc00omuvC
796023255580680192,2016-11-08 16:15:08 +0000,HillaryClinton,"RT @JeanneShaheen: We just voted to elect the 1st woman to be our President. Let me tell you, it feels amazing! #nhpolitics https://t.co/iKmwmaqvdf"
796022046593531904,2016-11-08 16:10:19 +0000,HillaryClinton,RT @elizabethforma: This morning I proudly cast my vote for @HillaryClinton to be the next President of the United States. #ImWithHer https://t.co/iR8tyZpIdc
796020446693101568,2016-11-08 16:03:58 +0000,HillaryClinton,"RT @POTUS: Today, progress is on the ballot. Go vote - then make sure your friends, your family, and everyone you know votes too."
796009368097554432,2016-11-08 15:19:57 +0000,HillaryClinton,"RT @EricaSmegs: Don't worry, Mom, I'll remember to vote today even though ur not here to remind me. Love you. This one is for you. https://t.co/kxv7B0L4Uf"
796006636078985216,2016-11-08 15:09:05 +0000,HillaryClinton,Happy Election Day! https://t.co/jfd3CXLD1s https://t.co/IfOBRuvQzJ
796005120043548672,2016-11-08 15:03:04 +0000,HillaryClinton,"Today's the day when we show how much stronger we are together. Once you’ve voted, sign up for a volunteer shift:… https://t.co/khCcNeoYal"
796002546036965377,2016-11-08 14:52:50 +0000,HillaryClinton,RT @ChelseaClinton: Couldn’t be more proud of my mom & the campaign she's run. Let’s bring it home for her today. https://t.co/Mw1JC5L9rj
795995877001334785,2016-11-08 14:26:20 +0000,HillaryClinton,"RT @repjohnlewis: The right to vote is precious, almost sacred. It is the most powerful nonviolent tool or instrument we have in a democratic society. Use it."
795994944339066882,2016-11-08 14:22:38 +0000,HillaryClinton,RT @JeremyShorr: She once told me girls couldn't be #astronauts or #presidents. Showed her #SallyRide. Hope to show her… https://t.co/XBjngFftCi
795989151116095488,2016-11-08 13:59:37 +0000,HillaryClinton,Everything we’ve worked toward comes down to today. RT this if you're voting for Hillary: https://t.co/jfd3CXLD1s https://t.co/AhvOOB6L6C
795980075917344769,2016-11-08 13:23:33 +0000,HillaryClinton,"RT @timkaine: I wanted to be first at my polling place, but 99-year-old Minerva Turpin beat me to it. Looks like I need to get us… https://t.co/kmpYAWZxEk"
795974327611129856,2016-11-08 13:00:42 +0000,HillaryClinton,Let’s go make some history today. https://t.co/jfd3CXLD1s https://t.co/IbRcWWun7J
795970957383004160,2016-11-08 12:47:19 +0000,HillaryClinton,RT @TheDemocrats: Let us bend the arc of history toward justice once more. https://t.co/JjkvA5ZKTj
795968073543127040,2016-11-08 12:35:51 +0000,HillaryClinton,"RT @johnlegend: Donald Trump is unfit for the office of president. Fortunately, there's an exceptionally qualified candidate… https://t.co/9R7tqqa6sp"
795959509537722369,2016-11-08 12:01:49 +0000,HillaryClinton,It's Election Day! Millions of Americans have cast their votes for Hillary—join them and confirm where you vote: https://t.co/jfd3CXLD1s
795955854059171840,2016-11-08 11:47:18 +0000,HillaryClinton,Don't stand still. Vote today: https://t.co/jfd3CXLD1s #ElectionDay #MannequinChallenge https://t.co/4KAv2zu0rd
795944292028182528,2016-11-08 11:01:21 +0000,HillaryClinton,It’s Election Day and polls are officially open. When will you vote today? Confirm where to go here:… https://t.co/msNrG1MBGB
795930670988197889,2016-11-08 10:07:14 +0000,HillaryClinton,"There's no such thing as a vote that doesn't count. Today, you can make the difference.

RT this—and go vote!… https://t.co/nIiPIKOieu"
795871778769895425,2016-11-08 06:13:13 +0000,HillaryClinton,"In America, we build bridges, not walls.
Let’s go out and prove that love trumps hate.
https://t.co/jfd3CXLD1s https://t.co/VTl1jexKON"
795870702834515968,2016-11-08 06:08:56 +0000,HillaryClinton,"""If you believe we should never write discrimination into our laws...you’ve got to vote!” —Hillary https://t.co/jfd3CXLD1s"
795870493240913924,2016-11-08 06:08:06 +0000,HillaryClinton,"""If you believe in science and that we have to act on climate change, then you have to vote!"" —Hillary https://t.co/jfd3CXLD1s"
795869569709735936,2016-11-08 06:04:26 +0000,HillaryClinton,"""It’s not just my name or Donald Trump’s name on the ballot—it’s the kind of country we want.” —Hillary https://t.co/jfd3CXLD1s"
795868808367968256,2016-11-08 06:01:25 +0000,HillaryClinton,"“You can vote for a hopeful, inclusive, big-hearted vision for America.” —Hillary https://t.co/jfd3CXLD1s https://t.co/JJcIfaLSSf"
795868063761657856,2016-11-08 05:58:27 +0000,HillaryClinton,"“I believe that she will win!
I believe that she will win!” https://t.co/DhNoz11ARV"
795865278034935809,2016-11-08 05:47:23 +0000,HillaryClinton,"""I am so excited that I finally get to vote for my mom in a few hours.” —@ChelseaClinton https://t.co/jfd3CXLD1s"
795861181428879360,2016-11-08 05:31:06 +0000,HillaryClinton,"RT @rubycramer: Final rally of the Hillary Clinton campaign in Raleigh, N.C., and it's officially Tuesday, Nov. 8. https://t.co/EhOKHvnHtA"
795856862939906048,2016-11-08 05:13:57 +0000,HillaryClinton,"Join Hillary for her last rally of the campaign in Raleigh, North Carolina: https://t.co/a6K9DWYY3e"
795851436743622656,2016-11-08 04:52:23 +0000,HillaryClinton,Stronger together. https://t.co/9TkaJrjW0a
795840460778602496,2016-11-08 04:08:46 +0000,HillaryClinton,"""If you believe that racism and sexism and bigotry have no place in our country...you need to vote."" https://t.co/nIOvu5x85c"
795835404121440256,2016-11-08 03:48:40 +0000,HillaryClinton,"RT @RobbyMook: We've broken early vote records across the country. Tomorrow, history is up to you, @HFA volunteers! #GOTVforHRC https://t.co/CeSOuULQhm"
795825627840462848,2016-11-08 03:09:50 +0000,HillaryClinton,"27 million Latinos are eligible to vote this year.

Millions have already voted.

Ready to join them?… https://t.co/iwXHFHbquc"
795816121173741568,2016-11-08 02:32:03 +0000,HillaryClinton,“Let’s make history!” —Hillary https://t.co/33JmMKRfR4
795815260322230272,2016-11-08 02:28:38 +0000,HillaryClinton,"“We need your help, knocking on doors and making phone calls, helping to turn people out.” —Hillary https://t.co/iWKBOE1i18"
795814936970756097,2016-11-08 02:27:21 +0000,HillaryClinton,"""I am not going to let anybody rip up the progress that we’ve made.” —Hillary https://t.co/8wuWIUfBst"
795814176392445953,2016-11-08 02:24:19 +0000,HillaryClinton,"""Tomorrow, we face the test of our time. What will we vote for?” —Hillary https://t.co/jfd3CXLD1s https://t.co/6qcgsS0qjp"
795813304459468800,2016-11-08 02:20:51 +0000,HillaryClinton,"""We don’t want to shrink the vision of this country. We want to keep expanding it.” —Hillary"
795812567881019392,2016-11-08 02:17:56 +0000,HillaryClinton,"""I believe with all my heart that our best days are still ahead of us, if we reach for them together.” —Hillary in Philly"
795811042819473408,2016-11-08 02:11:52 +0000,HillaryClinton,"""I am betting that tomorrow, you will reject fear, and you'll choose hope.” —@POTUS"
795810916445065220,2016-11-08 02:11:22 +0000,HillaryClinton,"""I’m betting that young people turn out to vote because your future is at stake.” —@POTUS"
795810062153433092,2016-11-08 02:07:58 +0000,HillaryClinton,"RT @CNN: President Obama: ""We now have the chance to elect a 45th president who will build on our progress"" https://t.co/naPsHB84G4"
795809591875555328,2016-11-08 02:06:06 +0000,HillaryClinton,"“Don’t boo, vote!” —@POTUS https://t.co/jfd3CXLD1s https://t.co/LPGUUEty3E"
795808707410034688,2016-11-08 02:02:35 +0000,HillaryClinton,"“You don’t just have to vote against someone, you have somebody extraordinary to vote for.” —@POTUS https://t.co/o70dVreNPB"
795808117925810176,2016-11-08 02:00:15 +0000,HillaryClinton,"""If his closest advisors don’t trust him to tweet, why would any of us trust him with the nuclear codes?” —@POTUS on Trump"
795808003912044544,2016-11-08 01:59:48 +0000,HillaryClinton,"""Tomorrow...the choice you face when you step into that voting booth could not be more clear and could not be more serious.” —@POTUS"
795807616916197376,2016-11-08 01:58:15 +0000,HillaryClinton,"""We have a chance to elect a 45th president who will build on our progress, who will finish the job.” —@POTUS"
795807286375682048,2016-11-08 01:56:57 +0000,HillaryClinton,“Hello Philadelphia! Are you fired up? Are you ready to go?” —@POTUS https://t.co/m3diE0KsAY
795805991283683328,2016-11-08 01:51:48 +0000,HillaryClinton,"""Tomorrow, with your vote, you can say that this country has always been great, that it is the greatest nation on earth.” —@FLOTUS"
795805741881970688,2016-11-08 01:50:48 +0000,HillaryClinton,"“Tomorrow, with your vote, you can stand up to those who seek to divide us and make us afraid.” —@FLOTUS #ImVotingBecause"
795805536113594368,2016-11-08 01:49:59 +0000,HillaryClinton,"“This election is on us; it is in our hands. If we get out and vote tomorrow, Hillary Clinton will win.” —@FLOTUS https://t.co/jfd3CXLD1s"
795805327476269056,2016-11-08 01:49:10 +0000,HillaryClinton,“We have a duty to ensure that this country is handed over to a leader that we all can trust.” —@FLOTUS on Hillary
795804224194052096,2016-11-08 01:44:47 +0000,HillaryClinton,"“When the going gets tough, Hillary is the person we want on our side because she never gives up. She never quits.” —@FLOTUS"
795804058032439296,2016-11-08 01:44:07 +0000,HillaryClinton,"“Tomorrow, we have the chance to elect someone who is singularly qualified to be our president—our friend, Hillary… https://t.co/gAGljl2DnB"
795803485174427650,2016-11-08 01:41:50 +0000,HillaryClinton,"“No matter what came along, no matter what they hit her with … no matter what happened, she said, ‘We’re stronger together.’” —@BillClinton"
795802471780196352,2016-11-08 01:37:49 +0000,HillaryClinton,"You don’t want to miss this one: Join Hillary, @POTUS, @FLOTUS, @BillClinton, and @ChelseaClinton live in Philly. https://t.co/UUuA1bxeIv"
795779871590981632,2016-11-08 00:08:00 +0000,HillaryClinton,"""Hillary is the role model Michelle and I want for our daughters and for kids across the country."" —@POTUS https://t.co/AnLw4t3349"
795779734928052225,2016-11-08 00:07:28 +0000,HillaryClinton,RT @JoshSchwerin: Philly is out in full force tonight https://t.co/k9pl43izHZ
795770626212503552,2016-11-07 23:31:16 +0000,HillaryClinton,"Tomorrow, we have the chance to stand up for the America we believe in. RT this if you're voting.… https://t.co/7T7UqlIvGt"
795762522464862208,2016-11-07 22:59:04 +0000,HillaryClinton,"Yesterday, Khizr Khan told the story of a 10-year-old boy who was bullied at school—until his class watched Mr. Kha… https://t.co/54oWoGm9B8"
795753915941695488,2016-11-07 22:24:52 +0000,HillaryClinton,"Women can stop Trump.

Here's how: https://t.co/jfd3CXu1CS https://t.co/f28w22yOXq"
795749635126161408,2016-11-07 22:07:51 +0000,HillaryClinton,"""If your closest advisors don’t trust you to tweet, how can we trust you with the nuclear codes?” —@POTUS on Trump"
795748654900461568,2016-11-07 22:03:58 +0000,HillaryClinton,"RT @CNN: Hillary Clinton: ""This election is basically between division and unity in our country."" https://t.co/nfLKayaIwh https://t.co/kdD60OVZnX"
795744725303234562,2016-11-07 21:48:21 +0000,HillaryClinton,"""I want to be a president for all Americans: Democrats, Republicans, Independents. Not just people who support me, but everyone.” —Hillary"
795743697023434755,2016-11-07 21:44:16 +0000,HillaryClinton,"""Public colleges and universities should be tuition-free for anyone who makes less than $125,000 a year.” —Hillary https://t.co/axHVelhvXh"
795741909515898881,2016-11-07 21:37:10 +0000,HillaryClinton,"""If you work hard, and you work full-time, you shouldn’t still be in poverty at the end of the year.” —Hillary"
795739790528417792,2016-11-07 21:28:44 +0000,HillaryClinton,"""Every single one of us has something to contribute to this great country.” —Hillary https://t.co/hCBaY6ZHYo"
795739098514391040,2016-11-07 21:25:59 +0000,HillaryClinton,"""I really believe that America’s best days are still ahead of us if we reach for them together!” —Hillary… https://t.co/XQBrcWjPlg"
795738076286959616,2016-11-07 21:21:56 +0000,HillaryClinton,"""Are you ready to vote tomorrow, Michigan? Are you ready to help get your friends to vote?” —Hillary… https://t.co/aJGjAvIDNj"
795737232212684800,2016-11-07 21:18:34 +0000,HillaryClinton,“The choice in this election could not be clearer...this election is basically between division and unity in our co… https://t.co/axyCv4Al3G
795735825988337664,2016-11-07 21:12:59 +0000,HillaryClinton,"Join Hillary in Grand Rapids, Michigan, for one of her last rallies of the campaign: https://t.co/jJKydSK4DR"
795728304384917505,2016-11-07 20:43:06 +0000,HillaryClinton,"""Look how far we've come from having no voice to being on the brink of making history."" —@Beyonce… https://t.co/MQs4Ep6WDt"
795706274620940288,2016-11-07 19:15:34 +0000,HillaryClinton,Latino voters will have a powerful impact on this election—and are already showing record turnout. Be part of this:… https://t.co/xn931No4p0
795702543791849472,2016-11-07 19:00:44 +0000,HillaryClinton,"RT @clionamccarney: 89 year old Elizabeth was out knocking doors in #VirWINia for Hillary today because this election is ""too important… https://t.co/JtYcNzeQ58"
795694921697071104,2016-11-07 18:30:27 +0000,HillaryClinton,"""America depends on you—you, all of you. ... I didn’t say, 'Yes, I can.' I said, 'Yes, we can.'"" —@POTUS https://t.co/oHVglCTncQ"
795691452412133377,2016-11-07 18:16:40 +0000,HillaryClinton,"RT @politico: Chelsea Clinton on @HillaryClinton: ""I am fiercely, ridiculously proud to be her daughter."" https://t.co/72UKFDqNWE"
795688066065297408,2016-11-07 18:03:12 +0000,HillaryClinton,"""I voted for Hillary Clinton because I am absolutely confident that when she is president, this country will be in… https://t.co/RnPxkX398g"
795686748433092608,2016-11-07 17:57:58 +0000,HillaryClinton,"Vote for an America where we build bridges, not walls.

Together, let’s prove that love trumps hate.… https://t.co/ZCV69HA6gp"
795685466519511042,2016-11-07 17:52:52 +0000,HillaryClinton,"""Tomorrow is the election, but that is just the beginning."" —Hillary https://t.co/i6NFjnrb35 https://t.co/cYI3OuFMEA"
795683933140697089,2016-11-07 17:46:47 +0000,HillaryClinton,"This has to be our mission together—doing everything we can to help all our kids, and every American, live up to their God-given potential."
795683535176814593,2016-11-07 17:45:12 +0000,HillaryClinton,"If you believe all our kids should have good schools and good teachers, no matter what ZIP code they live in, then… https://t.co/LGrRPcQFzT"
795682872875188229,2016-11-07 17:42:34 +0000,HillaryClinton,"If you believe that America thrives when the middle class thrives, then you have to vote. https://t.co/jfd3CXLD1s https://t.co/H4FdKU7IxL"
795682053400526851,2016-11-07 17:39:19 +0000,HillaryClinton,“I believe America’s best days are still ahead of us.” —Hillary https://t.co/hzhThRsb3x
795681456886579200,2016-11-07 17:36:57 +0000,HillaryClinton,"""We don’t have to accept a dark and divisive vision for America. Tomorrow, you can vote for a hopeful, inclusive, b… https://t.co/AequOcpVzQ"
795680720001921025,2016-11-07 17:34:01 +0000,HillaryClinton,Tomorrow’s the day! Join Hillary as she campaigns in Pittsburgh on the eve of Election Day. https://t.co/jJKydSK4DR
795677947088670721,2016-11-07 17:23:00 +0000,HillaryClinton,"""Today, I'm asking for your vote. Tomorrow, let's make history together."" —Hillary https://t.co/jfd3CXu1CS https://t.co/TFyaTifghr"
795676313503858689,2016-11-07 17:16:30 +0000,HillaryClinton,"RT @JesseRodriguez: NBC News: As of today, over 43 million votes have been cast nationwide, with nearly 20 million in 12 battleground states"
795665459223924737,2016-11-07 16:33:22 +0000,HillaryClinton,Share this if you know someone who needs to see it. https://t.co/i6NFjnrb35 https://t.co/NtAV1dmh1Y
795661390484819969,2016-11-07 16:17:12 +0000,HillaryClinton,"RT @XochitlHinojosa: In FL, over 1 million Latino voters have cast ballots early --  approximately doubled from 2012.  Amazing."
795643875251593216,2016-11-07 15:07:36 +0000,HillaryClinton,Our children and grandchildren will look back at the choice we make on Tuesday. Let's make them proud.… https://t.co/c6mG8OZ1yr
795626738382503937,2016-11-07 13:59:31 +0000,HillaryClinton,America is better than Donald Trump. https://t.co/jfd3CXLD1s https://t.co/UYMwkmmxKf
795611251602821120,2016-11-07 12:57:58 +0000,HillaryClinton,"Tomorrow caps an amazing journey, but the work we have to do is just beginning. https://t.co/ulXFcHXcTS"
795481845244821504,2016-11-07 04:23:45 +0000,HillaryClinton,"""Women's rights are human rights""—and 132 more reasons Hillary should be our next president. https://t.co/HdDk0FhUBF"
795475213739769857,2016-11-07 03:57:24 +0000,HillaryClinton,Pantsuit up. https://t.co/3TKJ4H68Kz https://t.co/vQY0YeDzEB
795463782671798272,2016-11-07 03:11:59 +0000,HillaryClinton,"This one's for you, Hillary. https://t.co/KtzpIpSziO"
795453002140229633,2016-11-07 02:29:09 +0000,HillaryClinton,"RT @AdamSmith_usa: Hillary passed Obama in total black voters who participated in Early Voting in Florida. 

2012: 539,000
2016: 564,000 (not counting today)"
795450312328880129,2016-11-07 02:18:27 +0000,HillaryClinton,"“This election is about you…

your dreams,
your aspirations,
your hopes,
your family,
your community.” —Hillary

https://t.co/3TKJ4H68Kz"
795447064649957376,2016-11-07 02:05:33 +0000,HillaryClinton,"""What’s really on the ballot is what kind of country we want for our children and grandchildren.” —Hillary https://t.co/ihTi53NFJO"
795445076084269056,2016-11-07 01:57:39 +0000,HillaryClinton,"RT @ABCPolitics: Khizr Khan: ""Thankfully, Mr. Trump, this isn't your America"" https://t.co/c7leuCE9uR https://t.co/6i1c2xwsgg"
795444614421512194,2016-11-07 01:55:49 +0000,HillaryClinton,“This election is a reckoning. It is a choice between division and unity.” —Hillary https://t.co/3TKJ4H68Kz
795444156315340802,2016-11-07 01:54:00 +0000,HillaryClinton,“We should all be grateful that this remarkable family decided to make America their home.” —Hillary on the Khan family
795443433582264321,2016-11-07 01:51:07 +0000,HillaryClinton,“He and his family exemplify the values that make America great.” —Hillary on Khizr Khan https://t.co/L6axuHYv1n
795442237664612352,2016-11-07 01:46:22 +0000,HillaryClinton,"""Would my son Capt. Humayun Khan have a place in your America?…Would anyone who isn’t like you? —Khizr Khan to Donald Trump"
795440369039187968,2016-11-07 01:38:57 +0000,HillaryClinton,Hillary and @JamesTaylor_com are live in New Hampshire with two days to go. Watch here: https://t.co/oa4NZ1hEHU
795435873546436609,2016-11-07 01:21:05 +0000,HillaryClinton,RT @tyleroakley: we're in line to vote early & not leaving until we cast our vote!! if you have ANY questions at YOUR polls call 1-8… https://t.co/nyLL1llucd
795430689567084544,2016-11-07 01:00:29 +0000,HillaryClinton,A rally fit for a King. https://t.co/3TKJ4H68Kz https://t.co/uDK8NDu8RC
795427957837856768,2016-11-07 00:49:38 +0000,HillaryClinton,RT @HFA: A lot's changed since 1992. https://t.co/6JXiNkDU4n
795421414274830336,2016-11-07 00:23:38 +0000,HillaryClinton,Florida in the rain. https://t.co/J6g0R08xSY
795414558626160644,2016-11-06 23:56:23 +0000,HillaryClinton,"""My son was Captain Humayun Khan ... and he was a Muslim American. I want to ask Mr. Trump: Would my son have a pla… https://t.co/XzjM7mAhvS"
795411982811885568,2016-11-06 23:46:09 +0000,HillaryClinton,RT @HillaryforMN: Somali-Americans are not a burden or a threat—they are our neighbors. We are #StrongerTogether. https://t.co/mmxcXYUuqX
795408365643911168,2016-11-06 23:31:46 +0000,HillaryClinton,"This is what it's about:
All the good we can,
for all the people we can,
for as long as we can.… https://t.co/vJcRZMILoR"
795386382176911360,2016-11-06 22:04:25 +0000,HillaryClinton,"RT @colinjones: Here is LeBron introducing Hillary: ""We have to get out and make sure we vote"" https://t.co/LUuSuKRdlx"
795385628921909248,2016-11-06 22:01:26 +0000,HillaryClinton,RT @ericwms: Her last visit to Ohio and it's amazing. I believe that she will win! #OHHillYes #OHVotesEarly https://t.co/eKHQbtwOF7
795383943180775424,2016-11-06 21:54:44 +0000,HillaryClinton,RT @dougmillsnyt: .@HillaryClinton with @KingJames in Cleveland Ohio. #voting https://t.co/QYkNfmYcOh
795383790956847104,2016-11-06 21:54:07 +0000,HillaryClinton,"""I want every public college and university to be tuition-free for every family making less than $125,000 a year.” —Hillary in Cleveland"
795382199021408258,2016-11-06 21:47:48 +0000,HillaryClinton,"""I want an America where everyone has a place, where everyone is included.” —Hillary in Ohio https://t.co/SnflwVAzkr"
795381583113027584,2016-11-06 21:45:21 +0000,HillaryClinton,"""America is great because America is good, and if we…lift each other up, instead of tearing each other down, we can be even greater."""
795381101665648642,2016-11-06 21:43:26 +0000,HillaryClinton,"""I love our country, and I believe in our people, and I will never, ever quit on you. No matter what.” —Hillary in Ohio"
795380423509602305,2016-11-06 21:40:45 +0000,HillaryClinton,"“Our next president, Ms. Hillary Clinton!” —@KingJames https://t.co/KPu8RdGuxq https://t.co/1TOlgQLXaD"
795379196407246848,2016-11-06 21:35:52 +0000,HillaryClinton,"""We have to get out and make sure we vote.” —@KingJames in Ohio with HIllary https://t.co/3TKJ4H68Kz"
795378663781003264,2016-11-06 21:33:45 +0000,HillaryClinton,Hillary and @KingJames are live in Cleveland with two days to go. Watch here: https://t.co/KPu8RdGuxq
795376246255452164,2016-11-06 21:24:09 +0000,HillaryClinton,"""You want to give me a good send-off? Go vote!"" —@POTUS https://t.co/3TKJ4H68Kz https://t.co/rqxDSQF4pG"
795368930332315648,2016-11-06 20:55:04 +0000,HillaryClinton,"Loved this moment from last night. Thanks to @KatyPerry, @JenCarlosMusic, and everyone out on the trail helping to… https://t.co/jSsMzyyKyX"
795356555327787012,2016-11-06 20:05:54 +0000,HillaryClinton,"""We don't want to go back. We want to go forward."" —@RepJohnLewis https://t.co/3TKJ4H68Kz https://t.co/ZmWyB40o1M"
795338968392941568,2016-11-06 18:56:01 +0000,HillaryClinton,"RT @hannahbfine: ""The first president I got to vote for was black like me. And now I get to vote for a lady. It's just amazing."" -Do… https://t.co/878fdMML9t"
795325398850609160,2016-11-06 18:02:06 +0000,HillaryClinton,The photos that tell the story of Hillary’s career and what she stands for. https://t.co/N0jBiu0fz1
795309964290097152,2016-11-06 17:00:46 +0000,HillaryClinton,"10 minutes of Donald Trump demeaning, objectifying, and insulting women. https://t.co/3TKJ4H68Kz https://t.co/bgQKjNJqwR"
