ID,Posted at,Screen name,Text
794954941370503168,2016-11-05 17:30:02 +0000,WhiteHouse,Don’t wait: Join the millions who now have access to affordable health coverage. #GetCovered today →… https://t.co/R527AxhcLj
794936060857880576,2016-11-05 16:15:00 +0000,WhiteHouse,“Never in American history has the uninsured rate been lower than it is right now.” —@POTUS #GetCovered https://t.co/ai0E7mE9Bh
794924736593719297,2016-11-05 15:30:00 +0000,WhiteHouse,"""Today, 20 million more American adults know the financial security of health insurance."" —@POTUS #GetCovered https://t.co/ai0E7mVKZR"
794664464301826049,2016-11-04 22:15:47 +0000,WhiteHouse,"RT @HBOPR: Just four days before the presidential election, @POTUS will appear on #RealTime with @billmaher Friday, Nov. 4:… https://t.co/OgtQwkXhqi"
794629251576184832,2016-11-04 19:55:51 +0000,WhiteHouse,RT @BearGrylls: A great moment for the future of our earth @POTUS https://t.co/hT4U8Jiyn8
794622374691926017,2016-11-04 19:28:32 +0000,WhiteHouse,"Today, the #ParisAgreement enters into force, years sooner than predicted. Here's why that matters for our planet:… https://t.co/osRLZFBIXQ"
794614394751631360,2016-11-04 18:56:49 +0000,WhiteHouse,RT @JohnKerry: Today the #ParisAgreement goes into effect. Proud of this step taken by the int'l community & energized to keep up… https://t.co/Bu9l9dBa5p
794592827837583362,2016-11-04 17:31:07 +0000,WhiteHouse,".@POTUS has commuted more sentences than the past 11 presidents combined. Today, he granted 72 more:… https://t.co/4OeBAzOMgL"
794581848303144962,2016-11-04 16:47:29 +0000,WhiteHouse,"RT @Deese44: The Paris Agreement enters into force TODAY - years earlier than many predicted. 
#ThanksObama https://t.co/0zz8C3wx1t"
794573274227191808,2016-11-04 16:13:25 +0000,WhiteHouse,"Our economy added 161,000 jobs in October—extending the longest streak of total job growth on record →… https://t.co/xU7sslPXZ7"
794569537504976896,2016-11-04 15:58:34 +0000,WhiteHouse,"RT @VP: Never bet against the American worker:
161,000 new jobs in October ✓
Wages grew 2.8% this past year ✓
On track for… https://t.co/t7BTdgmt7w"
794562089478070272,2016-11-04 15:28:59 +0000,WhiteHouse,"RT @JoiningForces: Since its peak, the unemployment rate for veterans has been cut by more than half → https://t.co/l7ILUR7f0D https://t.co/jQGUzENqnZ"
794555022226780160,2016-11-04 15:00:54 +0000,WhiteHouse,RT @LaborSec: Our economy shows continued strength month after month. Americans are getting the raise they deserve. https://t.co/fiyU4nyHa8 #JobsReport
794553137545678849,2016-11-04 14:53:24 +0000,WhiteHouse,"Wages ↑
Unemployment ↓
15.5 million jobs added ✓

This is what progress looks like: https://t.co/tcrWsAkEmy… https://t.co/EtXkVTK4GD"
794542060250415104,2016-11-04 14:09:23 +0000,WhiteHouse,Good news: Our businesses have added 15.5 million jobs over the past 80 months → https://t.co/tcrWsAkEmy #JobsReport https://t.co/QdlhISHR6M
794540936814530561,2016-11-04 14:04:55 +0000,WhiteHouse,RT @vj44: Looking forward to today’s Q&A on ACA with @ASlavitt and @YoungInvincible starting 10:15am ET. Get your questions in now w/ #GetCovered!
794371569351016453,2016-11-04 02:51:55 +0000,WhiteHouse,Today @POTUS called @Cubs Manager Joe Maddon to officially invite the #WorldSeries championship team to the White H… https://t.co/zsgqAGsZfd
794322691838853120,2016-11-03 23:37:42 +0000,WhiteHouse,"RT @POTUS: It's pretty simple: Find a plan, get covered, earn some peace of mind. Start today: https://t.co/PJ7xIKP3Vo https://t.co/ZBQdNz8s80"
794305656245383172,2016-11-03 22:30:00 +0000,WhiteHouse,Here's how we're taking key steps forward to ensure our roads are accessible for electric vehicles coast-to-coast:… https://t.co/iYMqm2jBTc
794304995403264000,2016-11-03 22:27:23 +0000,WhiteHouse,"RT @vj44: Questions on the ACA and open enrollment? Join me, @ASlavitt, and @YoungInvincible for a Q&A at 10:15am ET tomorrow using #GetCovered!"
794294773360119808,2016-11-03 21:46:45 +0000,WhiteHouse,RT @USAID: We have a lot to be proud of—and hopeful for—as we commemorate 55 years of promoting the dignity and freedom of peo… https://t.co/tNUnZ8K50Z
794288028508299264,2016-11-03 21:19:57 +0000,WhiteHouse,"25,000 miles ✓
35 states ✓
Coast-to-coast ✓

Taking a road trip in an electric vehicle will be easier than ever:… https://t.co/AUlMkurmYA"
794275890284797952,2016-11-03 20:31:43 +0000,WhiteHouse,"RT @WhiteHouseCEQ: Big news: 24 state & local governments have committed to putting more than 2,500 new EVs on the road → https://t.co/04CVWDPzfS #ActOnClimate"
794273891900223488,2016-11-03 20:23:47 +0000,WhiteHouse,"For 55 years, @USAID has exemplified America's values abroad—while advancing the safety and prosperity here at home… https://t.co/MsKmyA1yXz"
794257434676109312,2016-11-03 19:18:23 +0000,WhiteHouse,.@POTUS has commuted more sentences than the last 11 presidents combined. Hear from 4 Americans whose lives were ch… https://t.co/qgOWsniVnY
794242338402861056,2016-11-03 18:18:24 +0000,WhiteHouse,"RT @GayleSmith: 55 years after @USAID was first created, here are 5 reasons why I'm more hopeful than ever for the future #USAID55

https://t.co/BzfhND4rm8"
794209326973919232,2016-11-03 16:07:13 +0000,WhiteHouse,RT @nazriahi: Thrilled beyond measure that  @POTUS responded to a piece I wrote about visiting @WhiteHouse for #SXSL So surreal! https://t.co/4Fz8YrCuhc …
794201554370719745,2016-11-03 15:36:20 +0000,WhiteHouse,"RT @vj44: Anita in the Beast w/ @POTUS on the ""happiest day of her life."" Go @Cubs!! https://t.co/OuqiMMaAo2"
794057886506905600,2016-11-03 06:05:27 +0000,WhiteHouse,RT @POTUS: It happened: @Cubs win World Series. That's change even this South Sider can believe in. Want to come to the White House before I leave?
794043448710021120,2016-11-03 05:08:05 +0000,WhiteHouse,"RT @FLOTUS: Go @Cubs, go! Been rooting for you since I was a kid, and so incredibly proud tonight. #FlytheW -mo"
793965665677819905,2016-11-02 23:59:00 +0000,WhiteHouse,Play ball! #WorldSeries https://t.co/quM1FjRuu5
793944806695243776,2016-11-02 22:36:07 +0000,WhiteHouse,"Record-high fuel economy ✓
Greenhouse gas emissions ↓ 

Here's how today's news benefits consumers and our planet:… https://t.co/ED0wWy4hsX"
793936012091146240,2016-11-02 22:01:10 +0000,WhiteHouse,"Read @POTUS’s statement on the shooting of police officers in Des Moines, Iowa: https://t.co/nlyVhecwqu https://t.co/KmGTh4QUEq"
793886763257176064,2016-11-02 18:45:28 +0000,WhiteHouse,"RT @ErnestMoniz: Big news from @ARPAE: $32 million for connected and automated cars. Could reduce vehicle energy use by 20% 
⬇… https://t.co/uusH9XV0Az"
793878666858160128,2016-11-02 18:13:18 +0000,WhiteHouse,RT @GinaEPA: Great news for car drivers & the climate – GHG standards are being met & average fuel economy is at a record high! https://t.co/uslANR1cll
793611593368035328,2016-11-02 00:32:03 +0000,WhiteHouse,RT @Goldman44: Halloween candy already running low? Some bonus treats here. https://t.co/kGBBhFRAiN
793605912468529153,2016-11-02 00:09:28 +0000,WhiteHouse,"“Superman, you’ve got to give me a high-five!” #ObamaAndKids https://t.co/MWXIh0gcut"
793595245770387456,2016-11-01 23:27:05 +0000,WhiteHouse,"On #NationalAuthorsDay, take a look back at @POTUS's interview with renowned novelist Marilynne Robinson:… https://t.co/HNar4GYdvA"
793575828932009984,2016-11-01 22:09:56 +0000,WhiteHouse,RT @lacasablanca: La típica Latina tarda 22 meses en ganar lo que un hombre blanco gana en 12 meses. Tenemos que cerrar la brecha sal… https://t.co/9k37l5NR91
793563478464139264,2016-11-01 21:20:51 +0000,WhiteHouse,"RT @Cecilia44: At #SXSL, a digital tool launched to help workers unite their voices and build better, more equitable workplaces. https://t.co/OlNaFLcUsh"
793551178554630145,2016-11-01 20:31:59 +0000,WhiteHouse,"On #LatinaEqualPay Day, we mark the work that remains to ensure that all Americans receive equal pay for equal work. https://t.co/4K288RHVVc"
793503013709221890,2016-11-01 17:20:35 +0000,WhiteHouse,RT so your friends know: You can sign up for health coverage starting TODAY → https://t.co/5r9E9h6WeU #GetCovered https://t.co/LimQHFZKSH
793472317502398468,2016-11-01 15:18:37 +0000,WhiteHouse,RT @ArchDigest: .@FLOTUS and @POTUS give us a rare glimpse into their life inside the White House: https://t.co/TBqoXn4l8k https://t.co/HlnpH47KtV
793452314958913536,2016-11-01 13:59:08 +0000,WhiteHouse,RT @SecBurwell: The Health Insurance Marketplace is open for business! Shop. Compare. Enroll. https://t.co/VvaQqwzQu6 #GetCovered https://t.co/PiaS8FtjpR
793272062529839104,2016-11-01 02:02:52 +0000,WhiteHouse,The Man of Steel meets with the Commander-in-Chief. 🎃 https://t.co/DCqRPXutHt
793237180567195653,2016-10-31 23:44:16 +0000,WhiteHouse,"Presidents only get two terms, but the Constitution doesn’t cover their ghosts: https://t.co/TXyY7aDvfp #HauntedWH https://t.co/HNrC31u7yE"
793228749735137280,2016-10-31 23:10:46 +0000,WhiteHouse,Happy Halloween from @POTUS and @FLOTUS! Add 'WhiteHouse' on @Snapchat to watch more scenes from the day: https://t.co/4dFrryI0vc
793224983556128768,2016-10-31 22:55:48 +0000,WhiteHouse,RT @WHWeb: We're opening up social media data to the public. Share your ideas to archive it & make it useful in the future: https://t.co/2kePwd4AYg
793214105377058816,2016-10-31 22:12:34 +0000,WhiteHouse,RT @FLOTUS: Open enrollment starts tomorrow! Check out your options at https://t.co/dg57hwz5of and share your #GetCovered story. https://t.co/QycOVYhOz9
793213104129617921,2016-10-31 22:08:35 +0000,WhiteHouse,"RT @Goldman44: Have ideas for making this White House's social media content accessible, useful, and available? Share yours: https://t.co/vXWAuEEPd9"
793208785208680448,2016-10-31 21:51:26 +0000,WhiteHouse,"RT @anildash: Thoughtful, considered transition plan for @whitehouse online legacy:  https://t.co/QrC8iGOhEx ""The archive belongs to the American people."""
793190107473850368,2016-10-31 20:37:13 +0000,WhiteHouse,LIVE on #Periscope: Trick or treat with @POTUS and @FLOTUS! https://t.co/AHbmvjyQk4
793185779631599616,2016-10-31 20:20:01 +0000,WhiteHouse,Happy Halloween! Trick-or-treat with @POTUS and @FLOTUS at 4:35pm ET: https://t.co/hTY4yqjVGJ https://t.co/Zo034YcVLY
793184814257930241,2016-10-31 20:16:11 +0000,WhiteHouse,"Over 470K petitions ✓
Nearly 30K @WhiteHouse tweets ✓
1,000s of hours of video ✓

Preserving our digital legacy:… https://t.co/DyCfLWKTb7"
793183275615293441,2016-10-31 20:10:04 +0000,WhiteHouse,RT @ks44: What happens to @POTUS on January 20th? Here's how the presidential transition works in the social media age:… https://t.co/N6JVwPUiIa
793166109704716289,2016-10-31 19:01:51 +0000,WhiteHouse,RT @VP: All you need for a Biden Halloween: Pumpkins and aviators. https://t.co/FGOQhjFkeD
793153703658127360,2016-10-31 18:12:33 +0000,WhiteHouse,"RT @SecBurwell: Happy Halloween! It’s time to debunk some myths about the #ACA, and @ASlavitt and I are dressed the part!… https://t.co/wysxU9iDxh"
793100768991514624,2016-10-31 14:42:13 +0000,WhiteHouse,"Being uninsured can be scary. Starting tomorrow, #GetCovered at https://t.co/5zeR2RPWAE. 🎃👻 https://t.co/Cup3ovw4bE"
793090131783667716,2016-10-31 13:59:56 +0000,WhiteHouse,RT @kalpenn: This is pretty amazing. A sitting president observing Diwali in the Oval Office. Bet that's a first! 🇺🇸 Thank you… https://t.co/bhEY2UWRoi
793085955104137216,2016-10-31 13:43:21 +0000,WhiteHouse,RT @Patrick44: Worth a read: @CEAChair offers some important facts and perspective on current state and future of Obamacare https://t.co/90MYRwbfQ6
792788177203453952,2016-10-30 18:00:05 +0000,WhiteHouse,"“We're at an inflection point” —@VP Biden on using science, medicine, and technology for the #CancerMoonshot effort: https://t.co/KG0uAmfg0p"
792773070197063682,2016-10-30 17:00:03 +0000,WhiteHouse,"Science ✓
Medicine ✓
Technology ✓

The #CancerMoonshot is bringing together innovative tools to end cancer: https://t.co/KG0uAmfg0p"
792757970140483584,2016-10-30 16:00:03 +0000,WhiteHouse,"""The private sector is also reimagining what it can do"" —@VP on the #CancerMoonshot effort to end cancer: https://t.co/KG0uAmwQRX"
792742867030544384,2016-10-30 15:00:02 +0000,WhiteHouse,Watch: @VP Biden on the #CancerMoonshot initiative and the steps we're taking to put an end to cancer as we know it: https://t.co/KG0uAmwQRX
792731552492814336,2016-10-30 14:15:05 +0000,WhiteHouse,"""I wish you and your loved ones peace and happiness on this Diwali."" —@POTUS to all of those celebrating #Diwali:… https://t.co/HtNlsy9n7O"
792418224771960833,2016-10-29 17:30:01 +0000,WhiteHouse,"""The Moonshot is about all of us doing our part. Visit https://t.co/YrDtYyj5fX"" —@VP on the effort to end cancer: https://t.co/KG0uAmwQRX"
792403121569828864,2016-10-29 16:30:00 +0000,WhiteHouse,"""We have to do everything...enhancing prevention efforts, expanding access to care"" —@VP on the #CancerMoonshot https://t.co/KG0uAmwQRX"
792388027289112580,2016-10-29 15:30:02 +0000,WhiteHouse,".@VP ✓
@NASA ✓
@InnovFellows ✓

And so many more. See who's joining the fight to end cancer: https://t.co/WhyE9WDfQa https://t.co/KG0uAmfg0p"
792372923482996736,2016-10-29 14:30:01 +0000,WhiteHouse,"""Science, medicine, technology all advancing faster than ever"" —@VP Biden on the #CancerMoonshot effort: https://t.co/KG0uAmfg0p"
792363240902627328,2016-10-29 13:51:32 +0000,WhiteHouse,"“With the Moonshot, we now have a clear strategy for the road ahead.” —@VP on the fight against cancer: https://t.co/KG0uAmwQRX"
792161533870477312,2016-10-29 00:30:01 +0000,WhiteHouse,"""I don't usually let @Cubs fans in here"" —@POTUS welcoming Bill Murray in this week's edition of #WestWingWeek https://t.co/kMXBEjv0iF"
792140560404393984,2016-10-28 23:06:41 +0000,WhiteHouse,Abe drops by his old haunts. #HauntedWH https://t.co/7LQgFw9zQN
792085922162483201,2016-10-28 19:29:34 +0000,WhiteHouse,"One year ago, @POTUS called on organizations to strengthen workers' voices. Hear from @Cecilia44 on our progress: https://t.co/YiDkktw2f9"
792068687322685441,2016-10-28 18:21:05 +0000,WhiteHouse,"From opening up data to launching online tools, see the innovative ways workers are lifting their voices: https://t.co/YiDkktw2f9"
792064971072901120,2016-10-28 18:06:19 +0000,WhiteHouse,"RT @Cecilia44: One year after the @WhiteHouse Worker Voice Summit, workers' voices are continuing to change the workplace. https://t.co/L5mYTFx1iL"
792028150523768832,2016-10-28 15:40:00 +0000,WhiteHouse,Most people can find a health care plan for less than $75/month on https://t.co/JxkdfhYxgO. #GetCovered starting No… https://t.co/CBrRhfHzc0
792021171369709568,2016-10-28 15:12:16 +0000,WhiteHouse,Here's where insured Americans #GetCovered and how the Affordable Care Act impacts them: https://t.co/Dtajk7iM0N https://t.co/833J07LNBy
792002478527033345,2016-10-28 13:58:00 +0000,WhiteHouse,"RT @CEAChair: Q3 GDP up 2.9%, noticeable pickup from previous quarters with strong export growth & solid consumer spending.… https://t.co/yWBsNOUehX"
791786161773568002,2016-10-27 23:38:26 +0000,WhiteHouse,Wondering what exactly the #TPP is? @POTUS provides the answer: https://t.co/j6XVV8RXxk
791780341757259777,2016-10-27 23:15:18 +0000,WhiteHouse,"""Junking the TPP actually means sticking with the status quo that NAFTA created""  —@POTUS on why we need the #TPP: https://t.co/vAIBObP4i8"
791777677531152384,2016-10-27 23:04:43 +0000,WhiteHouse,RT @smrtgrls: The @NAEP_NCES has released promising new science scores 👉 https://t.co/FGAS7V75FN 🎉📚 RT to keep closing the gap in… https://t.co/3PsRvyRlT0
791772089971642368,2016-10-27 22:42:31 +0000,WhiteHouse,"""It's a bipartisan agreement that puts America first."" @POTUS & Gov @JohnKasich on the #TPP: https://t.co/R1Q8t64m8J https://t.co/nvHkuEXfFw"
791765184104701952,2016-10-27 22:15:04 +0000,WhiteHouse,What is the #TPP? Why is it so controversial? What does it mean for underemployed workers? @POTUS offers answers → https://t.co/o6FsJSSY3J
791759693341265920,2016-10-27 21:53:15 +0000,WhiteHouse,"RT @vj44: At #SXSL, an interactive experience asks attendees to be the judge in true-to-life court cases: https://t.co/LWu3ZlEQMw"
791757620625506304,2016-10-27 21:45:01 +0000,WhiteHouse,FACT: Americans shopping on https://t.co/GNfbft9Ewv can choose from an average of 30 plans. Hear more from @POTUS:… https://t.co/SDdU0CagJ0
791753604646342656,2016-10-27 21:29:04 +0000,WhiteHouse,"In 2017, 72% of Americans who get coverage on https://t.co/JxkdfhYxgO can find a plan for less than $75/month:… https://t.co/piTvZVP31w"
791743651080605696,2016-10-27 20:49:30 +0000,WhiteHouse,"RT @anildash: If you’re not one of the 25k people on the call as @POTUS discusses ACA enrollment, you can listen in here, now: https://t.co/WHK8HZWqAt"
791742026714787840,2016-10-27 20:43:03 +0000,WhiteHouse,"This year, @POTUS has commuted more sentences than any other president in a single year. Today, he granted 98 more:… https://t.co/R1K3HLEMys"
791736568612388864,2016-10-27 20:21:22 +0000,WhiteHouse,RT @Quora: Why is the TPP so controversial? by Barack Obama  @POTUS @WhiteHouse https://t.co/5rnnCYTJTd https://t.co/lRXHI9ozR8
791734295622594561,2016-10-27 20:12:20 +0000,WhiteHouse,".@POTUS has commuted more sentences than the past 11 presidents combined. Today, 98 deserving people get a second c… https://t.co/uhZgLH5CY4"
791691980308754432,2016-10-27 17:24:11 +0000,WhiteHouse,"RT @NSC44: TUNE IN: At 1:30pm ET, @Rhodes44 talks US-Cuba relations on #FacebookLive with @CNN. 

Join at:… https://t.co/0jQNxdIzru"
791665658564050948,2016-10-27 15:39:36 +0000,WhiteHouse,Our government should reflect the diversity of our nation. @POTUS is leading by example: https://t.co/vxUOn292Ch… https://t.co/ZlBoR3hytI
791661184369856513,2016-10-27 15:21:49 +0000,WhiteHouse,RT @Charlie44: READ THIS: A @voxdotcom tour de force on non-compete clauses & how the Obama Admin is curbing their overuse: https://t.co/4QjepQqy1Z
791654577175158784,2016-10-27 14:55:34 +0000,WhiteHouse,.@POTUS challenged the federal government to hire 100K people with disabilities within 5 years. The results are in:… https://t.co/pI5hEE57M8
791426939776999424,2016-10-26 23:51:01 +0000,WhiteHouse,"RT @VP: The determined veteran, immigrant, single mom going back to community college to get ahead. That's what built Ameri… https://t.co/95fTWyv9w1"
791397242905038849,2016-10-26 21:53:00 +0000,WhiteHouse,"For the first time ever, more than 90% of Americans have health insurance. Get the facts: https://t.co/0jTlXeXq3D https://t.co/s4TtFK7LcU"
791392042496634880,2016-10-26 21:32:20 +0000,WhiteHouse,FACT: 72% of Americans who #GetCovered on https://t.co/JxkdfhYxgO can find a plan for less than $75/month. https://t.co/ItTRwMcKkN
791362419830378496,2016-10-26 19:34:38 +0000,WhiteHouse,"RT @Denis44: Where Americans get their health coverage & what the #ACA has done for them, in 1 chart. #ThanksObama https://t.co/vUaMgkR0oJ"
791343785674354689,2016-10-26 18:20:35 +0000,WhiteHouse,RT @PressSec: Some confusion on ACA plans. Enrolled via https://t.co/sF6LyzEwDg? Tax credits can help. Need a plan? See options:… https://t.co/gKhkCAupwY
791330634538950656,2016-10-26 17:28:20 +0000,WhiteHouse,RT @Hill44: Watch: @PressSec answers Qs about premium increases in individual market. Vast majority qualify for tax credits: https://t.co/1nHYLlQNyX
791329778431320064,2016-10-26 17:24:56 +0000,WhiteHouse,RT @SecBurwell: .@LaborSec and I know how important affordable child care is for families. It’s time we #CareAboutCare. https://t.co/D4rWrOEDBR
791307985809240064,2016-10-26 15:58:20 +0000,WhiteHouse,RT @rhodes44: The embargo denies opportunities to Cubans and isolates the U.S. For the sake of our interests and the Cuban people it should be lifted.
791307953294962688,2016-10-26 15:58:12 +0000,WhiteHouse,RT @rhodes44: US will abstain for first time on UNGA Resolution calling for end to embargo on Cuba. No reason to vote to defend a failed policy we oppose
791305076430123009,2016-10-26 15:46:46 +0000,WhiteHouse,RT @Reuters: White House urges ban on non-compete agreements for many workers https://t.co/w5eAZ0ks5Y https://t.co/dNGKcMNNge
791042184216649728,2016-10-25 22:22:08 +0000,WhiteHouse,"RT @vj44: Equitable workplaces are good for workers, families, employers, & the economy. Check out my chat w/ @DavidWestin: https://t.co/1DSw2bYS8u"
791036600549376000,2016-10-25 21:59:56 +0000,WhiteHouse,"RT @IEA: #Renewables surpassed coal to become largest source of global #electricity capacity in 2015, our latest report show… https://t.co/OMQMDkYP4N"
791033913867014144,2016-10-25 21:49:16 +0000,WhiteHouse,RT @USDOL: There are 5.4M job openings – but that’s little use if you can’t change jobs because of a non-compete.… https://t.co/XUarppLVih
791009246707974145,2016-10-25 20:11:15 +0000,WhiteHouse,"Every American deserves a fair shot at a decent wage, and the ability to pursue the jobs they want:… https://t.co/QFoy6DeYJk"
791004315401854976,2016-10-25 19:51:39 +0000,WhiteHouse,RT @NBA: “#MyBrothersKeeper is connecting kids with mentors who can help them reach their potential!” - @KDtrey5… https://t.co/Kq5yG6FaKp
790968801751920640,2016-10-25 17:30:32 +0000,WhiteHouse,"RT @vj44: Today at 2pm ET, I'll be joining @theSkimm on Facebook Live for a chat on the #ACA. #GetCovered starting Nov. 1: https://t.co/JbMfqEou06"
790955776332271616,2016-10-25 16:38:46 +0000,WhiteHouse,"RT @NSC44: Statement by @PressSec on the @POTUS' Travel to Greece, Germany, and Peru: 
https://t.co/rMJJ2LtPja https://t.co/EHe66wLCnD"
790952669556846597,2016-10-25 16:26:26 +0000,WhiteHouse,You can make the difference in a kid's life. Just take it from @KDTrey5: https://t.co/kKAv3VfWTu #MyBrothersKeeper https://t.co/7V2mJoEU5c
790944028808228864,2016-10-25 15:52:06 +0000,WhiteHouse,Watch @KDTrey5 on #MyBrothersKeeper and how you can help kids succeed. Head to https://t.co/kKAv3VfWTu: https://t.co/7V2mJoEU5c
790928775617847296,2016-10-25 14:51:29 +0000,WhiteHouse,RT @HHSGov: The numbers don’t lie. @HealthCareGov consumers will have options. Tax credits will make coverage affordable. https://t.co/K1SakOwPsv
790911915568476160,2016-10-25 13:44:29 +0000,WhiteHouse,RT @FT: Good morning America. Our top story - Renewables overtake coal as world’s largest source of power capacity… https://t.co/bioKmxRb1u
790717522609930240,2016-10-25 00:52:02 +0000,WhiteHouse,RT @JimmyKimmelLive: #SneakPeek of a NEW #MeanTweets with President Obama! Watch @POTUS on #Kimmel TONIGHT! @WhiteHouse https://t.co/qW7oQZoBaY
790682748595810304,2016-10-24 22:33:52 +0000,WhiteHouse,"RT @SecBurwell: Most people shopping on @HealthCareGov will again find plans with premiums of less than $75/month, thanks to financial assistance."
790679567811829760,2016-10-24 22:21:13 +0000,WhiteHouse,RT @JohnKerry: We all must share the moral urgency to end #HumanTrafficking in all forms. Important discussion at the @WhiteHouse… https://t.co/bB0uAQnmBU
790676104289722368,2016-10-24 22:07:27 +0000,WhiteHouse,"At #SXSL, attendees toured @YosemiteNPS 1-1 with @POTUS—thanks to virtual reality: https://t.co/KevqEMmp8n"
790658446097993728,2016-10-24 20:57:17 +0000,WhiteHouse,"9-year-old Jacob asked @POTUS if he had a Kid Science Advisor. Six months later, Jacob returned here Friday as one: https://t.co/TSzA6LInmh"
790641308398264320,2016-10-24 19:49:11 +0000,WhiteHouse,"RT @AmbassadorRice: Every nation must act to #EndTrafficking. Here's how we're taking action across the US Gov't: https://t.co/NqXyf14Hka 
#HumanTrafficking"
790633275463053312,2016-10-24 19:17:16 +0000,WhiteHouse,.@POTUS’s team of advisors just got a little larger. Meet the Kid Science Advisors: https://t.co/EaqcpOoFYC https://t.co/TSzA6LInmh
790580641536413697,2016-10-24 15:48:07 +0000,WhiteHouse,RT @SecretaryCastro: BREAKING: @HUDgov issues new housing protections for survivors of domestic violence → https://t.co/6vJYH0uutH https://t.co/RLDUC6zFHB
790575802286952449,2016-10-24 15:28:54 +0000,WhiteHouse,Today we celebrate 71 years of international cooperation through the @UN. @POTUS on the anniversary:… https://t.co/LeLvf8Kuip
790323166606299137,2016-10-23 22:45:01 +0000,WhiteHouse,"""It’s all about taking steps, big and small, that can make your life a little bit better."" Watch @POTUS's address: https://t.co/pqdrS2TsrJ"
790299057969180673,2016-10-23 21:09:13 +0000,WhiteHouse,"RT @Cubs: @POTUS Thank you, Mr. President! #FlyTheW https://t.co/BQDr9GotzL"
790287936386465793,2016-10-23 20:25:01 +0000,WhiteHouse,"""You shouldn’t have to pay extra for a service you don’t even receive."" —@POTUS on new actions to protect consumers: https://t.co/pqdrS2BRAb"
790243895074357248,2016-10-23 17:30:01 +0000,WhiteHouse,"Delayed baggage refunds ✓
Protections for travelers with disabilities ✓

@POTUS is standing up for consumers. Watch: https://t.co/pqdrS2TsrJ"
790237394712662016,2016-10-23 17:04:11 +0000,WhiteHouse,"RT @POTUS: I'll say it: Holy Cow, @Cubs fans. Even this White Sox fan was happy to see Wrigley rocking last night. #FlyTheW"
790222506808475652,2016-10-23 16:05:01 +0000,WhiteHouse,"RT @ErnestMoniz: We are experiencing a #CleanEnergy revolution in the United States, and this report confirms it. →… https://t.co/sI3FciUZme"
790206547574030336,2016-10-23 15:01:36 +0000,WhiteHouse,RT @FLOTUS: Way to go @Cubs!! My Dad is the reason I'm a true Cubs fan. He'd be so proud! –mo
790205779597033476,2016-10-23 14:58:33 +0000,WhiteHouse,"When your bags are delayed, you should be able to get a refund on those fees. @POTUS is taking action: https://t.co/pqdrS2BRAb"
789958260560236545,2016-10-22 22:35:00 +0000,WhiteHouse,"Last night, @POTUS welcomed @MissJillScott to kick off the final White House concert of his presidency: https://t.co/8P4CqWRJTw"
789924247657295872,2016-10-22 20:19:51 +0000,WhiteHouse,"""Music...is an essential part of the American experience"" —@POTUS marks his final White House concert https://t.co/8P4CqWRJTw"
789915516865351680,2016-10-22 19:45:09 +0000,WhiteHouse,"RT @usedgov: ""Nobody should be priced out of a higher education."" —@POTUS on the progress we've made: https://t.co/q01OxIVxX7 https://t.co/KJZGO6tTE8"
789901134748061696,2016-10-22 18:48:00 +0000,WhiteHouse,".@POTUS is acting to:
 
Save you money on flights ✓
Create more competition ✓
Ensure you get what you pay for ✓https://t.co/pqdrS2BRAb"
789886095127216128,2016-10-22 17:48:15 +0000,WhiteHouse,"One in eight women in the United States will develop breast cancer in their lifetime. Together, we can change that. https://t.co/35Q4jIdBuz"
789855836851941376,2016-10-22 15:48:00 +0000,WhiteHouse,"""I know what a pain the whole process can be"" —@POTUS on how he’s acting to make air travel easier for everyone: https://t.co/pqdrS2TsrJ"
789841220990275584,2016-10-22 14:49:56 +0000,WhiteHouse,#TakeBackDay is a concrete way we can all help end the opioid epidemic. Drop off unused prescription drugs today:… https://t.co/aSP0gV0C5l
789838901926035456,2016-10-22 14:40:43 +0000,WhiteHouse,RT @ONDCP: Preventing overdose deaths begins by preventing misuse from ever beginning. Drop off unused Rx TODAY: https://t.co/RMolJ1K5NB #TakeBackDay
789824832649035777,2016-10-22 13:44:48 +0000,WhiteHouse,"In this week’s address, @POTUS explains how he’s taking steps to improve air travel and save you money: https://t.co/pqdrS2TsrJ"
789629832153931776,2016-10-22 00:49:57 +0000,WhiteHouse,RT @StationCDRKelly: Great day on #Earth! Met @POTUS at the @WhiteHouse w @ShuttleCDRKelly today and talked about the environment and ou… https://t.co/yb4C9SManO
789598336873488384,2016-10-21 22:44:48 +0000,WhiteHouse,RT @POTUS: Check out my newest science advisors! These kids are fearless in using science to tackle our toughest problems. Tha… https://t.co/pLBZQWDFin
789593036384722944,2016-10-21 22:23:44 +0000,WhiteHouse,"""May we always be bold.” Watch as @POTUS toasts his final State Dinner in style in this #WestWingWeek: https://t.co/jwGCigGjAK"
789562083650199552,2016-10-21 20:20:44 +0000,WhiteHouse,RT @vj44: We encourage employers to take the #FairChanceBusinessPledge to ensure job opportunities are available for re-entry… https://t.co/qqB0CLXhOc
789552975295447045,2016-10-21 19:44:33 +0000,WhiteHouse,"RT @vj44: Hi, @Twitter!  I'm here with @SheIsDash to take your questions on #CriminalJusticeReform. I'll start: Dash, why do you care about CJ reform?"
